,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
nucleus_InverseDifferenceMoment_3_03_256,-0.08326024,-0.033743612,0.002472971,-0.023027174,0.0122749405,0.11743546,-0.0412559,0.071883775,0.07010013,-0.00933509,0.015170537,0.02713192,0.033458885,0.0014620713,-0.02396208
nucleus_SumAverage_3_03_256,0.08523587,0.041245364,-0.002301129,0.07162053,0.026467811,-0.04561749,-0.087665066,-0.012082918,-0.0065563503,-0.00017475103,-0.0052677654,-0.03630692,0.002867285,0.007906503,0.015528299
nucleus_SumVariance_3_03_256,0.06421166,0.06465597,-0.008081876,0.08088044,0.053135514,0.0013933732,0.109366596,0.06379755,0.013507736,-0.0036922873,-0.005623463,-0.023347903,-0.01616988,-0.015947053,-0.015161101
nucleus_SumEntropy_3_03_256,0.076817244,0.06310488,0.0036197407,0.08677679,0.020715298,-0.06408038,0.067345105,0.021599445,-0.0031630427,-0.006015812,0.0016741039,0.019644333,-0.016013728,0.014735473,-0.028840665
nucleus_Entropy_3_03_256,0.08081914,0.058607273,0.0031627878,0.06710451,0.0060957656,-0.09320173,0.058223415,-0.018801816,-0.03070352,0.0011271555,-0.0007835672,-0.0035015508,-0.026901498,0.012053955,-0.014906786
nucleus_DifferenceVariance_3_03_256,-0.082219325,-0.048581883,0.01620814,0.008496633,-0.00096841285,0.032785933,-0.05322457,0.08048454,0.05577394,-0.005018217,-0.0052305525,0.01698323,0.035445165,-0.006084723,0.037208218
nucleus_DifferenceEntropy_3_03_256,0.08850442,0.039549474,-0.008058685,0.035278868,-0.0033359905,-0.06722364,0.08351005,-0.059445556,-0.063498676,0.00900324,-0.007804772,-0.021064626,-0.040064126,-0.0016235001,-0.023117885
nucleus_InfoMeas1_3_03_256,-0.025050102,-0.038524434,0.0017727353,-0.099086225,-0.060342405,-0.07000226,-0.046603248,-0.15321687,-0.0896728,0.019276671,0.00030788765,-0.087122865,-0.037940696,-0.0049735527,0.041340094
nucleus_InfoMeas2_3_03_256,0.038705014,0.048017424,-0.0008904956,0.10257539,0.0582065,0.044073343,0.056442775,0.13913585,0.07557731,-0.018010128,0.0029199969,0.07517818,0.024446553,0.007737444,-0.043496978
nucleus_Granularity_1,-0.031405173,0.014817609,0.031132776,-0.047246125,-0.011918806,0.0031562871,0.05235332,-0.0039002784,-5.3491687e-05,-0.003666872,-0.023995256,0.083313525,-0.013417485,-0.0054360507,-0.032253847
nucleus_Granularity_2,0.015922599,-0.01697031,0.0028343694,0.04118122,0.036924325,0.014291824,0.08613771,0.058916617,0.016738163,-0.0042878953,0.004710589,-0.0648413,-0.028077448,-0.020759784,-0.010075319
nucleus_Granularity_3,-0.012059115,-0.004991163,-0.0029779726,0.0017154304,0.036012806,0.007628639,0.022001553,0.014867148,0.0005360739,-0.016505739,-0.008723302,-0.049053833,-0.037862256,0.009040931,0.0028290236
nucleus_Granularity_4,0.009407858,-0.007921891,0.0124714235,0.02656185,0.015449314,-0.022187172,0.02775652,-0.021355767,-0.029971465,-0.009803174,0.0075909398,-0.014207676,-0.03732516,0.0053664986,-0.018150976
nucleus_Granularity_5,0.019336704,-0.005562388,0.015477624,0.03431855,0.0030106658,-0.0123623125,0.012535662,-0.014954881,-0.016288023,-0.0003525843,0.021504024,0.025397062,-0.010911208,0.0064137774,0.013359876
nucleus_Granularity_6,0.02599881,-0.0040471763,0.029650927,0.026721096,-0.0035143709,0.011394135,0.014923777,-0.0029106839,-0.04124229,-0.0039377953,0.018065777,0.042943884,0.022569163,-0.015148327,0.028141173
nucleus_Granularity_7,0.0288086,-0.009693747,0.03482083,0.029955471,-0.008007687,0.014253021,0.0033621292,0.00092986546,-0.038593326,0.010781966,0.00257762,0.07923389,-0.0016488575,-0.031967763,0.009515276
nucleus_Granularity_8,0.03376185,-0.010014855,0.041214697,0.03665884,0.004394745,0.018917767,-0.01358222,0.0057991743,-0.043248925,0.034439344,0.0062697735,0.07775563,-0.009751642,-0.032451347,-0.012041273
nucleus_Granularity_9,0.034253545,-0.010780935,0.015013888,0.04379619,0.004850224,0.014539017,-0.034661513,-0.014582762,-0.03269939,0.022541542,-0.003848006,0.0448424,-0.0031085303,-0.026525524,-0.032534275
nucleus_Granularity_10,0.029433835,-0.011899626,-0.0041255346,0.038922325,0.014991778,0.017149752,-0.040465783,-0.022557206,-0.018572697,-4.2823714e-05,-0.00906252,-0.013871049,0.01684213,-0.010803116,-0.04148312
nucleus_Granularity_11,0.023128446,-0.005303153,-0.016078655,0.031215457,0.017530024,0.013471831,-0.03562211,-0.019864501,0.012838964,0.0062067695,0.0054168417,-0.06238202,0.021611813,0.019400112,0.007762866
nucleus_Granularity_12,0.0131668495,-0.0015851196,-0.016898254,0.023977974,0.017703258,-0.0010779402,-0.021840587,-0.018728523,0.029604,-0.018577242,0.007198668,-0.118083,0.017009186,0.027196886,0.028434895
nucleus_Granularity_13,-0.00085199723,0.0015680568,-0.026627926,0.017823238,0.0075893803,0.0130733885,-0.024504429,-0.0071323584,0.04517254,-0.02439305,0.023980146,-0.13633046,0.005980232,0.063823365,0.062701546
nucleus_Granularity_14,-0.0067398907,0.005779435,-0.027512144,0.015071005,0.008569933,-0.0021833042,-0.0056506894,0.0053662807,0.045032565,-0.008027641,0.02465167,-0.13052149,0.0041551203,0.04093146,0.07633305
nucleus_Granularity_15,-0.01217036,0.0052433484,-0.0330258,0.009487321,0.014158647,0.001992351,-0.013064614,-0.007122003,0.02650726,-0.015850617,0.009606031,-0.11045233,-0.017286727,0.025576256,0.057894263
nucleus_Granularity_16,-0.013632406,0.008126782,-0.023418525,0.0030374709,0.0063813655,-0.00020235498,-0.003931223,-0.014496578,0.024918979,-0.012898062,0.006626449,-0.06804909,0.0091481535,0.019907048,0.043896593
cytoplasm_nucleoplasm_Correlation_Pearson,0.010671994,0.07668334,-0.04114075,-0.031842165,0.05127224,0.15236264,0.06648871,-0.06659021,-0.0093047265,-0.009757071,-0.034773335,-0.050853506,0.014972146,0.00568366,0.054293346
cytoplasm_nucleoplasm_Correlation_Slope,0.0019978192,0.060160503,-0.027892658,-0.08534045,0.04162229,0.12655541,0.08018019,-0.0073997164,0.017206216,-0.0025787973,-0.04336498,-0.04139051,0.03245587,-0.0018682107,0.08792575
cytoplasm_nucleoli_Correlation_Pearson,0.026802426,0.03322737,0.00926805,-0.032154296,-0.022252198,0.04918491,0.11356204,-0.07963074,-0.05406528,0.0132308435,-0.0587691,0.037086535,0.03793927,-0.021522593,0.11334182
cytoplasm_nucleoli_Correlation_Slope,0.019914238,0.021890463,0.017175714,-0.06191015,-0.03501375,0.034558427,0.097499445,-0.07447078,-0.04960084,0.015479952,-0.06346108,0.04376674,0.04797619,-0.018899407,0.12877905
cytoplasm_lipid_Correlation_Pearson,-0.05301868,-0.05237736,0.03888727,0.09768532,-0.041708153,-0.08813579,-0.056889992,0.006874881,-0.016364506,0.0048637944,0.0025624563,0.071421616,-0.00069971936,-0.0061693657,-0.023039125
cytoplasm_lipid_Correlation_Slope,-0.04743909,-0.04820511,0.050681457,0.08941788,-0.044484474,-0.12748681,-0.056435037,0.020725299,-0.016748056,0.0060408423,-0.0055163596,0.057062168,-0.0015604668,0.0017427226,-0.008421887
nucleoplasm_nucleoli_Correlation_Pearson,-0.019371916,0.033384856,0.028410057,0.046198532,0.021137074,0.0500577,0.12989487,-0.07240648,-0.04380371,-0.010457552,-0.08233869,-0.09200624,0.021731963,-0.0011849611,0.1665695
nucleoplasm_nucleoli_Correlation_Slope,-0.009691342,0.021783454,0.033512447,0.02672197,-0.0076635196,0.02915464,0.118141025,-0.096425496,-0.063757844,-0.002372194,-0.082689114,-0.051274292,0.027879095,-0.0050594667,0.1633753
nucleoplasm_lipid_Correlation_Pearson,-0.0643134,-0.021105442,0.047618233,0.12157893,0.0011708089,-0.03861591,0.021904249,-0.0209921,-0.017985387,-0.013143503,-0.047383957,-0.051157393,-0.00030921175,0.0057212994,0.07554337
nucleoplasm_lipid_Correlation_Slope,-0.052981317,-0.035456046,0.05432645,0.12681898,-0.021151967,-0.10160274,-0.016862297,-0.0063948324,-0.024339395,-0.007640368,-0.02602423,-0.01814967,-0.012315377,0.010558357,0.025008788
nucleoli_lipid_Correlation_Pearson,-0.050975088,-0.024117768,0.05503519,0.108156934,-0.02266848,-0.05423512,0.057208166,-0.035559833,-0.042901233,-0.0035849805,-0.057931207,-0.025343867,0.0071004573,-0.0065672146,0.10066825
nucleoli_lipid_Correlation_Slope,-0.051593345,-0.035385214,0.055120505,0.12915002,-0.01722292,-0.105337374,-0.0065290085,0.012632628,-0.018247398,-0.0054277065,-0.021303289,-0.016316695,-0.012846411,0.002820695,0.024072714
